"","AphiaID","url","scientificname","authority","status","unacceptreason","taxonRankID","rank","valid_AphiaID","valid_name","valid_authority","parentNameUsageID","kingdom","phylum","class","order","family","genus","citation","lsid","isMarine","isBrackish","isFreshwater","isTerrestrial","isExtinct","match_type","modified","NA."
"85",105820,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105820","Galeorhinus galeus","(Linnaeus, 1758)","accepted",NA,220,"Species",105820,"Galeorhinus galeus","(Linnaeus, 1758)",105731,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Galeorhinus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Galeorhinus galeus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105820 on 2022-05-13","urn:lsid:marinespecies.org:taxname:105820",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"86",107322,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=107322","Hyas araneus","(Linnaeus, 1758)","accepted",NA,220,"Species",107322,"Hyas araneus","(Linnaeus, 1758)",106903,"Animalia","Arthropoda","Malacostraca","Decapoda","Oregoniidae","Hyas","WoRMS (2022). Hyas araneus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=107322 on 2022-05-13","urn:lsid:marinespecies.org:taxname:107322",1,0,0,0,0,"exact","2022-04-10T14:55:44.243Z",NA
"87",105821,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105821","Mustelus asterias","Cloquet, 1819","accepted",NA,220,"Species",105821,"Mustelus asterias","Cloquet, 1819",105732,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Triakidae","Mustelus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Mustelus asterias Cloquet, 1819. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105821 on 2022-05-13","urn:lsid:marinespecies.org:taxname:105821",1,0,0,0,NA,"exact","2013-01-08T10:48:02.203Z",NA
"88",126421,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126421","Sardina pilchardus","(Walbaum, 1792)","accepted",NA,220,"Species",126421,"Sardina pilchardus","(Walbaum, 1792)",125720,"Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Sardina","Froese, R. and D. Pauly. Editors. (2022). FishBase. Sardina pilchardus (Walbaum, 1792). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126421 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126421",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"89",126141,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126141","Salmo","Linnaeus, 1758","accepted",NA,180,"Genus",126141,"Salmo","Linnaeus, 1758",154188,"Animalia","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Froese, R. and D. Pauly. Editors. (2022). FishBase. Salmo Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126141 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126141",1,1,1,0,NA,"exact","2014-11-21T13:09:37.943Z",NA
"90",153087,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=153087","Illex illecebrosus","(Lesueur, 1821)","accepted",NA,220,"Species",153087,"Illex illecebrosus","(Lesueur, 1821)",138278,"Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex","MolluscaBase eds. (2022). MolluscaBase. Illex illecebrosus (Lesueur, 1821). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=153087 on 2022-05-13","urn:lsid:marinespecies.org:taxname:153087",1,NA,0,0,NA,"exact","2016-06-11T23:30:29.807Z",NA
"91",126375,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126375","Belone belone","(Linnaeus, 1760)","accepted",NA,220,"Species",126375,"Belone belone","(Linnaeus, 1760)",125688,"Animalia","Chordata","Actinopteri","Beloniformes","Belonidae","Belone","Froese, R. and D. Pauly. Editors. (2022). FishBase. Belone belone (Linnaeus, 1760). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126375 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126375",1,1,0,0,NA,"exact","2017-10-25T05:46:47.900Z",NA
"92",140712,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=140712","Pecten maximus","(Linnaeus, 1758)","accepted",NA,220,"Species",140712,"Pecten maximus","(Linnaeus, 1758)",138323,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Pecten","MolluscaBase eds. (2022). MolluscaBase. Pecten maximus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140712 on 2022-05-13","urn:lsid:marinespecies.org:taxname:140712",1,NA,NA,NA,NA,"exact","2009-04-27T13:50:52.487Z",NA
"93",101174,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=101174","Petromyzon marinus","Linnaeus, 1758","accepted",NA,220,"Species",101174,"Petromyzon marinus","Linnaeus, 1758",101169,"Animalia","Chordata","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon","Froese, R. and D. Pauly. Editors. (2022). FishBase. Petromyzon marinus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101174 on 2022-05-13","urn:lsid:marinespecies.org:taxname:101174",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"94",140687,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=140687","Aequipecten opercularis","(Linnaeus, 1758)","accepted",NA,220,"Species",140687,"Aequipecten opercularis","(Linnaeus, 1758)",138313,"Animalia","Mollusca","Bivalvia","Pectinida","Pectinidae","Aequipecten","MolluscaBase eds. (2022). MolluscaBase. Aequipecten opercularis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140687 on 2022-05-13","urn:lsid:marinespecies.org:taxname:140687",1,NA,NA,NA,NA,"exact","2009-04-30T13:20:50.350Z",NA
"95",125715,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=125715","Alosa","Linck, 1790","accepted",NA,180,"Genus",125715,"Alosa","Linck, 1790",125464,"Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Froese, R. and D. Pauly. Editors. (2022). FishBase. Alosa Linck, 1790. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125715 on 2022-05-13","urn:lsid:marinespecies.org:taxname:125715",1,1,1,0,NA,"exact","2014-11-21T13:09:37.943Z",NA
"96",105869,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105869","Dipturus batis","(Linnaeus, 1758)","accepted",NA,220,"Species",105869,"Dipturus batis","(Linnaeus, 1758)",105762,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Dipturus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Dipturus batis (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105869 on 2022-05-13","urn:lsid:marinespecies.org:taxname:105869",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"97",126868,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126868","Aphia minuta","(Risso, 1810)","accepted",NA,220,"Species",126868,"Aphia minuta","(Risso, 1810)",125976,"Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Aphia","Froese, R. and D. Pauly. Editors. (2022). FishBase. Aphia minuta (Risso, 1810). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126868 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126868",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"98",126281,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126281","Anguilla anguilla","(Linnaeus, 1758)","accepted",NA,220,"Species",126281,"Anguilla anguilla","(Linnaeus, 1758)",125620,"Animalia","Chordata","Actinopteri","Anguilliformes","Anguillidae","Anguilla","Froese, R. and D. Pauly. Editors. (2022). FishBase. Anguilla anguilla (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126281 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126281",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"99",127203,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127203","Myoxocephalus scorpius","(Linnaeus, 1758)","accepted",NA,220,"Species",127203,"Myoxocephalus scorpius","(Linnaeus, 1758)",126152,"Animalia","Chordata","Actinopteri","Perciformes","Cottidae","Myoxocephalus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Myoxocephalus scorpius (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127203 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127203",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"100",126415,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126415","Alosa fallax","(Lacepède, 1803)","accepted",NA,220,"Species",126415,"Alosa fallax","(Lacepède, 1803)",125715,"Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Froese, R. and D. Pauly. Editors. (2022). FishBase. Alosa fallax (Lacepède, 1803). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126415 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126415",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"101",126928,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126928","Pomatoschistus minutus","(Pallas, 1770)","accepted",NA,220,"Species",126928,"Pomatoschistus minutus","(Pallas, 1770)",125999,"Animalia","Chordata","Actinopteri","Gobiiformes","Gobiidae","Pomatoschistus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Pomatoschistus minutus (Pallas, 1770). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126928 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126928",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"102",272030,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=272030","Atherina presbyter","Cuvier, 1829","accepted",NA,220,"Species",272030,"Atherina presbyter","Cuvier, 1829",125659,"Animalia","Chordata","Actinopteri","Atheriniformes","Atherinidae","Atherina","Froese, R. and D. Pauly. Editors. (2022). FishBase. Atherina presbyter Cuvier, 1829. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=272030 on 2022-05-13","urn:lsid:marinespecies.org:taxname:272030",1,1,0,0,NA,"exact","2013-01-08T11:20:45.073Z",NA
"103",126756,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126756","Hyperoplus lanceolatus","(Le Sauvage, 1824)","accepted",NA,220,"Species",126756,"Hyperoplus lanceolatus","(Le Sauvage, 1824)",125911,"Animalia","Chordata","Actinopteri","Perciformes","Ammodytidae","Hyperoplus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Hyperoplus lanceolatus (Le Sauvage, 1824). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126756 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126756",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"104",127387,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127387","Syngnathus acus","Linnaeus, 1758","accepted",NA,220,"Species",127387,"Syngnathus acus","Linnaeus, 1758",126227,"Animalia","Chordata","Actinopteri","Syngnathiformes","Syngnathidae","Syngnathus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Syngnathus acus Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127387 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127387",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"105",171571,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=171571","Pheronema pilosum","Lévi, 1964","accepted",NA,220,"Species",171571,"Pheronema pilosum","Lévi, 1964",132098,"Animalia","Porifera","Hexactinellida","Amphidiscosida","Pheronematidae","Pheronema","de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Carballo, J.L.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Manconi, R.; Morrow, C.C. Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Vacelet, J.; van Soest, R.W.M. (2022). World Porifera Database. Pheronema pilosum Lévi, 1964. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=171571 on 2022-05-13","urn:lsid:marinespecies.org:taxname:171571",1,0,0,0,0,"exact","2010-05-27T19:33:43.857Z",NA
"106",127187,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127187","Salmo trutta","Linnaeus, 1758","accepted",NA,220,"Species",127187,"Salmo trutta","Linnaeus, 1758",126141,"Animalia","Chordata","Actinopteri","Salmoniformes","Salmonidae","Salmo","Froese, R. and D. Pauly. Editors. (2022). FishBase. Salmo trutta Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127187 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127187",1,1,1,0,NA,"exact","2017-07-20T07:00:16.353Z",NA
"107",141444,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=141444","Sepia officinalis","Linnaeus, 1758","accepted",NA,220,"Species",141444,"Sepia officinalis","Linnaeus, 1758",138477,"Animalia","Mollusca","Cephalopoda","Sepiida","Sepiidae","Sepia","MolluscaBase eds. (2022). MolluscaBase. Sepia officinalis Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=141444 on 2022-05-13","urn:lsid:marinespecies.org:taxname:141444",1,NA,0,0,NA,"exact","2016-05-25T01:12:12.993Z",NA
"108",126442,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126442","Raniceps raninus","(Linnaeus, 1758)","accepted",NA,220,"Species",126442,"Raniceps raninus","(Linnaeus, 1758)",125737,"Animalia","Chordata","Actinopteri","Gadiformes","Gadidae","Raniceps","Froese, R. and D. Pauly. Editors. (2022). FishBase. Raniceps raninus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126442 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126442",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"109",140621,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=140621","Illex coindetii","(Vérany, 1839)","accepted",NA,220,"Species",140621,"Illex coindetii","(Vérany, 1839)",138278,"Animalia","Mollusca","Cephalopoda","Oegopsida","Ommastrephidae","Illex","MolluscaBase eds. (2022). MolluscaBase. Illex coindetii (Vérany, 1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140621 on 2022-05-13","urn:lsid:marinespecies.org:taxname:140621",1,NA,0,0,NA,"exact","2016-06-11T23:30:29.807Z",NA
"110",236458,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=236458","Diplecogaster bimaculata bimaculata","(Bonnaterre, 1788)","accepted",NA,230,"Subspecies",236458,"Diplecogaster bimaculata bimaculata","(Bonnaterre, 1788)",126513,"Animalia","Chordata","Actinopteri","Gobiesociformes","Gobiesocidae","Diplecogaster","Froese, R. and D. Pauly. Editors. (2022). FishBase. Diplecogaster bimaculata bimaculata (Bonnaterre, 1788). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=236458 on 2022-05-13","urn:lsid:marinespecies.org:taxname:236458",1,0,0,NA,0,"exact","2009-06-16T07:05:49.343Z",NA
"111",127251,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127251","Helicolenus dactylopterus","(Delaroche, 1809)","accepted",NA,220,"Species",127251,"Helicolenus dactylopterus","(Delaroche, 1809)",126174,"Animalia","Chordata","Actinopteri","Perciformes","Sebastidae","Helicolenus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Helicolenus dactylopterus (Delaroche, 1809). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127251 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127251",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"112",126716,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126716","Argentina sphyraena","Linnaeus, 1758","accepted",NA,220,"Species",126716,"Argentina sphyraena","Linnaeus, 1758",125885,"Animalia","Chordata","Actinopteri","Argentiniformes","Argentinidae","Argentina","Froese, R. and D. Pauly. Editors. (2022). FishBase. Argentina sphyraena Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126716 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126716",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"113",127124,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127124","Arnoglossus imperialis","(Rafinesque, 1810)","accepted",NA,220,"Species",127124,"Arnoglossus imperialis","(Rafinesque, 1810)",126109,"Animalia","Chordata","Actinopteri","Pleuronectiformes","Bothidae","Arnoglossus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Arnoglossus imperialis (Rafinesque, 1810). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127124 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127124",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"114",140271,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=140271","Loligo vulgaris","Lamarck, 1798","accepted",NA,220,"Species",140271,"Loligo vulgaris","Lamarck, 1798",138139,"Animalia","Mollusca","Cephalopoda","Myopsida","Loliginidae","Loligo","MolluscaBase eds. (2022). MolluscaBase. Loligo vulgaris Lamarck, 1798. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=140271 on 2022-05-13","urn:lsid:marinespecies.org:taxname:140271",1,NA,0,0,NA,"exact","2016-06-03T01:23:43.653Z",NA
"115",126413,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126413","Alosa alosa","(Linnaeus, 1758)","accepted",NA,220,"Species",126413,"Alosa alosa","(Linnaeus, 1758)",125715,"Animalia","Chordata","Actinopteri","Clupeiformes","Clupeidae","Alosa","Froese, R. and D. Pauly. Editors. (2022). FishBase. Alosa alosa (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126413 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126413",1,1,1,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"116",126501,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126501","Phycis blennoides","(Brünnich, 1768)","accepted",NA,220,"Species",126501,"Phycis blennoides","(Brünnich, 1768)",125773,"Animalia","Chordata","Actinopteri","Gadiformes","Phycidae","Phycis","Froese, R. and D. Pauly. Editors. (2022). FishBase. Phycis blennoides (Brünnich, 1768). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126501 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126501",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"117",126554,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126554","Lophius budegassa","Spinola, 1807","accepted",NA,220,"Species",126554,"Lophius budegassa","Spinola, 1807",125802,"Animalia","Chordata","Actinopteri","Lophiiformes","Lophiidae","Lophius","Froese, R. and D. Pauly. Editors. (2022). FishBase. Lophius budegassa Spinola, 1807. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126554 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126554",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"118",127042,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127042","Serranus hepatus","(Linnaeus, 1758)","accepted",NA,220,"Species",127042,"Serranus hepatus","(Linnaeus, 1758)",126070,"Animalia","Chordata","Actinopteri","Perciformes","Serranidae","Serranus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Serranus hepatus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127042 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127042",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"119",127248,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127248","Scorpaena scrofa","Linnaeus, 1758","accepted",NA,220,"Species",127248,"Scorpaena scrofa","Linnaeus, 1758",126171,"Animalia","Chordata","Actinopteri","Perciformes","Scorpaenidae","Scorpaena","Froese, R. and D. Pauly. Editors. (2022). FishBase. Scorpaena scrofa Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127248 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127248",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"120",127145,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127145","Lepidorhombus boscii","(Risso, 1810)","accepted",NA,220,"Species",127145,"Lepidorhombus boscii","(Risso, 1810)",126122,"Animalia","Chordata","Actinopteri","Pleuronectiformes","Scophthalmidae","Lepidorhombus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Lepidorhombus boscii (Risso, 1810). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127145 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127145",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"121",127378,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127378","Macroramphosus scolopax","(Linnaeus, 1758)","accepted",NA,220,"Species",127378,"Macroramphosus scolopax","(Linnaeus, 1758)",126222,"Animalia","Chordata","Actinopteri","Syngnathiformes","Centriscidae","Macroramphosus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Macroramphosus scolopax (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127378 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127378",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"122",126435,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126435","Gadiculus argenteus","Guichenot, 1850","accepted",NA,220,"Species",126435,"Gadiculus argenteus","Guichenot, 1850",125731,"Animalia","Chordata","Actinopteri","Gadiformes","Gadidae","Gadiculus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Gadiculus argenteus Guichenot, 1850. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126435 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126435",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"123",105824,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105824","Chimaera monstrosa","Linnaeus, 1758","accepted",NA,220,"Species",105824,"Chimaera monstrosa","Linnaeus, 1758",105733,"Animalia","Chordata","Holocephali","Chimaeriformes","Chimaeridae","Chimaera","Froese, R. and D. Pauly. Editors. (2022). FishBase. Chimaera monstrosa Linnaeus, 1758. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105824 on 2022-05-13","urn:lsid:marinespecies.org:taxname:105824",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"124",158960,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=158960","Coryphaenoides rupestris","Gunnerus, 1765","accepted",NA,220,"Species",158960,"Coryphaenoides rupestris","Gunnerus, 1765",125748,"Animalia","Chordata","Actinopteri","Gadiformes","Macrouridae","Coryphaenoides","Froese, R. and D. Pauly. Editors. (2022). FishBase. Coryphaenoides rupestris Gunnerus, 1765. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=158960 on 2022-05-13","urn:lsid:marinespecies.org:taxname:158960",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"125",127154,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=127154","Dicologlossa cuneata","(Moreau, 1881)","accepted",NA,220,"Species",127154,"Dicologlossa cuneata","(Moreau, 1881)",126128,"Animalia","Chordata","Actinopteri","Pleuronectiformes","Soleidae","Dicologlossa","Froese, R. and D. Pauly. Editors. (2022). FishBase. Dicologlossa cuneata (Moreau, 1881). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=127154 on 2022-05-13","urn:lsid:marinespecies.org:taxname:127154",1,1,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"126",126612,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126612","Lampanyctus crocodilus","(Risso, 1810)","accepted",NA,220,"Species",126612,"Lampanyctus crocodilus","(Risso, 1810)",125825,"Animalia","Chordata","Actinopteri","Myctophiformes","Myctophidae","Lampanyctus","Froese, R. and D. Pauly. Editors. (2022). FishBase. Lampanyctus crocodilus (Risso, 1810). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126612 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126612",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"127",105874,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=105874","Leucoraja fullonica","(Linnaeus, 1758)","accepted",NA,220,"Species",105874,"Leucoraja fullonica","(Linnaeus, 1758)",105763,"Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Leucoraja","Froese, R. and D. Pauly. Editors. (2022). FishBase. Leucoraja fullonica (Linnaeus, 1758). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=105874 on 2022-05-13","urn:lsid:marinespecies.org:taxname:105874",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"128",126715,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126715","Argentina silus","(Ascanius, 1775)","accepted",NA,220,"Species",126715,"Argentina silus","(Ascanius, 1775)",125885,"Animalia","Chordata","Actinopteri","Argentiniformes","Argentinidae","Argentina","Froese, R. and D. Pauly. Editors. (2022). FishBase. Argentina silus (Ascanius, 1775). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126715 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126715",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
"129",126663,"https://www.marinespecies.org/aphia.php?p=taxdetails&id=126663","Echiodon drummondii","Thompson, 1837","accepted",NA,220,"Species",126663,"Echiodon drummondii","Thompson, 1837",125854,"Animalia","Chordata","Actinopteri","Ophidiiformes","Carapidae","Echiodon","Froese, R. and D. Pauly. Editors. (2022). FishBase. Echiodon drummondii Thompson, 1837. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=126663 on 2022-05-13","urn:lsid:marinespecies.org:taxname:126663",1,0,0,0,NA,"exact","2008-01-15T17:27:08.177Z",NA
